edificio_id,codigo_region,region,codigo_comuna,nombre_comuna,regional_sample_rank,n_inmuebles,winter_setpoint_c,setpoint_scenario,thermal_zone,model_persons,model_area_m2,heating_demand_kwh,target_fuel_energy_kwh,redpe_target_wood_volume_stere,assigned_fuel_energy_kwh,assigned_useful_energy_kwh,wood_volume_stere,unallocated_fuel_energy_kwh,unmet_heating_energy_kwh,storage_spill_energy_kwh,event_count,event_fuel_energy_kwh,event_duration_hours,min_event_interval_hours,storage_capacity_kwh,storage_loss_rate_per_hour
2334777,14,Los Rios,10106,Corral,13,1,24.0,invierno_24C,G,4,48.0,6019.666159914873,26430.0,14.16,17120.0,6019.666159914873,9.171428571428573,9310.0,0.0,1758.0802414889797,535,32.0,1.0,1.0,16.0,0.01
2321737,14,Los Rios,10102,Mariquina,14,1,24.0,invierno_24C,G,5,54.0,5351.011603746934,26430.0,14.16,15328.0,5351.011603746934,8.211428571428572,11102.0,0.0,1563.8083591864777,479,32.0,1.0,1.0,16.0,0.01
2354580,14,Los Rios,10110,Paillaco,15,1,24.0,invierno_24C,F,2,42.0,8186.64681799601,26430.0,14.16,22432.0,8186.64681799601,12.017142857142856,3998.0,0.0,2229.205665239289,701,32.0,1.0,1.0,16.0,0.01
2331594,14,Los Rios,10105,Futrono,16,1,24.0,invierno_24C,F,4,56.0,12575.322638437969,26430.0,14.16,26430.0,10354.023714971507,14.158928571428572,0.0,2221.298923466463,2322.7773694190464,826,32.0,1.0,1.0,16.0,0.01
2326412,14,Los Rios,10103,Lanco,17,1,24.0,invierno_24C,F,3,73.0,11666.282206325344,26430.0,14.16,26430.0,10404.547901575515,14.158928571428572,0.0,1261.7343047498289,2237.2743064585757,826,32.0,1.0,1.0,16.0,0.01
2342848,14,Los Rios,10108,Panguipulli,18,1,24.0,invierno_24C,F,6,200.0,21357.39079861598,26430.0,14.16,26430.0,11142.145436009769,14.158928571428572,0.0,10215.24536260621,1733.35685118739,826,32.0,1.0,1.0,16.0,0.01
2328792,14,Los Rios,10104,Los Lagos,19,1,24.0,invierno_24C,F,2,38.0,7533.306645983941,26430.0,14.16,20800.0,7533.306645983941,11.142857142857142,5630.0,0.0,2077.9486845321653,650,32.0,1.0,1.0,16.0,0.01
2363323,14,Los Rios,10111,Río Bueno,20,1,24.0,invierno_24C,F,3,145.0,21596.31280535293,26430.0,14.16,26430.0,11039.061437952372,14.158928571428572,0.0,10557.251367400551,1799.6608925919095,826,32.0,1.0,1.0,16.0,0.01
2335409,14,Los Rios,10107,Máfil,21,1,24.0,invierno_24C,G,8,60.0,3887.5576379363483,26430.0,14.16,11424.0,3887.5576379363483,6.12,15006.0,0.0,1193.9827547069751,357,32.0,1.0,1.0,16.0,0.01
2353618,14,Los Rios,10109,La Unión,22,1,24.0,invierno_24C,F,8,60.0,8786.649272311392,26430.0,14.16,23616.0,8786.649272311392,12.651428571428571,2814.0,0.0,2238.698048679015,738,32.0,1.0,1.0,16.0,0.01
2284689,14,Los Rios,10101,Valdivia,23,1,24.0,invierno_24C,G,3,39.0,5347.374595853855,26430.0,14.16,15552.0,5347.374595853855,8.331428571428573,10878.0,0.0,1635.02316422022,486,32.0,1.0,1.0,16.0,0.01
2365647,14,Los Rios,10112,Lago Ranco,24,1,24.0,invierno_24C,F,2,91.0,19163.494416005167,26430.0,14.16,26430.0,10908.959927114132,14.158928571428572,0.0,8254.534488891033,1907.3563093639755,826,32.0,1.0,1.0,16.0,0.01
2331769,14,Los Rios,10105,Futrono,25,1,24.0,invierno_24C,F,1,351.0,49076.25811509218,26430.0,14.16,26430.0,11815.121483303496,14.158928571428572,0.0,37261.136631788686,1157.821292130171,826,32.0,1.0,1.0,16.0,0.01
2280231,14,Los Rios,10101,Valdivia,26,1,24.0,invierno_24C,G,3,82.0,6975.9143780082295,26430.0,14.16,19104.0,6975.9143780082295,10.234285714285717,7326.0,0.0,1859.9603570575516,597,32.0,1.0,1.0,16.0,0.01
2350425,14,Los Rios,10109,La Unión,27,1,24.0,invierno_24C,F,2,35.0,7482.470058032178,26430.0,14.16,20832.0,7482.470058032178,11.159999999999998,5598.0,0.0,2139.32185730839,651,32.0,1.0,1.0,16.0,0.01
2342810,14,Los Rios,10108,Panguipulli,28,1,24.0,invierno_24C,F,2,36.0,8816.673572028163,26430.0,14.16,24032.0,8816.673572028163,12.874285714285714,2398.0,0.0,2404.8081230474436,751,32.0,1.0,1.0,16.0,0.01
2334311,14,Los Rios,10106,Corral,29,1,24.0,invierno_24C,G,4,56.0,8732.8290088013,26430.0,14.16,23712.0,8732.8290088013,12.702857142857143,2718.0,0.0,2323.476294886674,741,32.0,1.0,1.0,16.0,0.01
2365900,14,Los Rios,10112,Lago Ranco,30,1,24.0,invierno_24C,F,2,28.0,8386.57062855793,26430.0,14.16,22976.0,8386.57062855793,12.30857142857143,3454.0,0.0,2316.816310512989,718,32.0,1.0,1.0,16.0,0.01
2354832,14,Los Rios,10110,Paillaco,31,1,24.0,invierno_24C,F,6,85.0,12189.847399019081,26430.0,14.16,26430.0,10472.508448546123,14.158928571428572,0.0,1717.338950472956,2200.84280119186,826,32.0,1.0,1.0,16.0,0.01
2322465,14,Los Rios,10102,Mariquina,32,1,24.0,invierno_24C,G,1,30.0,4604.886023812288,26430.0,14.16,13760.0,4604.886023812288,7.371428571428572,12670.0,0.0,1468.1787768324998,430,32.0,1.0,1.0,16.0,0.01
2362450,14,Los Rios,10111,Río Bueno,33,1,24.0,invierno_24C,F,3,44.0,8189.393291641868,26430.0,14.16,22496.0,8189.393291641868,12.051428571428572,3934.0,0.0,2261.269430720429,703,32.0,1.0,1.0,16.0,0.01
2542125,10,Los Lagos,10503,Futaleufú,1,1,,perfil_actual,I,2,48.0,10459.312208885525,30045.0,16.1,30045.0,8010.779109130159,16.095535714285713,0.0,2448.5330997553665,7011.720890869842,939,32.0,2.0,1.0,8.0,0.0
2503522,10,Los Lagos,10307,Maullín,2,1,,perfil_actual,G,4,143.0,12431.094643396767,30045.0,16.1,30045.0,8800.458398768944,16.095535714285713,0.0,3630.636244627827,6222.041601231057,939,32.0,2.0,1.0,8.0,0.0
2417895,10,Los Lagos,10206,Purranque,3,1,,perfil_actual,G,6,45.0,3857.182023045295,30045.0,16.1,16672.0,3857.182023045295,8.931428571428572,13373.0,0.0,4472.513197588876,521,32.0,2.0,1.0,8.0,0.0
2505442,10,Los Lagos,10308,Los Muermos,4,1,,perfil_actual,G,6,72.0,6382.990216508372,30045.0,16.1,25440.0,6382.512474354598,13.628571428571428,4605.0,0.47774215377394214,6331.029819356804,795,32.0,2.0,1.0,8.0,0.0
2538086,10,Los Lagos,10407,Quemchi,5,1,,perfil_actual,G,5,70.0,6163.3154429913,30045.0,16.1,25280.0,6163.3154429913,13.542857142857143,4765.0,0.0,6471.543749060634,790,32.0,2.0,1.0,8.0,0.0
2528452,10,Los Lagos,10405,Puqueldón,6,1,,perfil_actual,G,8,63.0,3478.3613152149364,30045.0,16.1,15328.0,3478.3613152149364,8.211428571428572,14717.0,0.0,4178.111736069597,479,32.0,2.0,1.0,8.0,0.0
2540452,10,Los Lagos,10501,Chaitén,7,1,,perfil_actual,G,2,54.0,10510.315910602852,30045.0,16.1,30045.0,8060.19224962607,16.095535714285713,0.0,2450.1236609767807,6962.30775037393,939,32.0,2.0,1.0,8.0,0.0
2539513,10,Los Lagos,10410,Curaco de Vélez,8,1,,perfil_actual,G,3,90.0,8830.461315713472,30045.0,16.1,30045.0,7886.109114744728,16.095535714285713,0.0,944.3522009687442,7136.390885255271,939,32.0,2.0,1.0,8.0,0.0
2493208,10,Los Lagos,10304,Fresia,9,1,,perfil_actual,G,3,147.0,15102.946856054397,30045.0,16.1,30045.0,9175.860573846505,16.095535714285713,0.0,5927.086282207894,5846.639426153495,939,32.0,2.0,1.0,8.0,0.0
2412585,10,Los Lagos,10202,San Pablo,10,1,,perfil_actual,G,5,64.0,4052.300110544241,30045.0,16.1,17120.0,4052.300110544241,9.171428571428573,12925.0,0.0,4506.51204836021,535,32.0,2.0,1.0,8.0,0.0
2523912,10,Los Lagos,10402,Chonchi,11,1,,perfil_actual,G,8,84.0,8421.313447941122,30045.0,16.1,30045.0,7807.094789453937,16.095535714285713,0.0,614.2186584871843,7215.405210546064,939,32.0,2.0,1.0,8.0,0.0
2541906,10,Los Lagos,10502,Hualaihué,12,1,,perfil_actual,G,2,48.0,10554.663984688403,30045.0,16.1,30045.0,8035.8042903106,16.095535714285713,0.0,2518.859694377801,6986.695709689399,939,32.0,2.0,1.0,8.0,0.0
2401699,10,Los Lagos,10201,Osorno,13,1,,perfil_actual,G,5,70.0,6055.589054011837,30045.0,16.1,24064.0,6055.196668203601,12.891428571428573,5981.0,0.3923858082359821,5971.7653090876665,752,32.0,2.0,1.0,8.0,0.0
2414013,10,Los Lagos,10204,Puyehue,14,1,,perfil_actual,G,4,46.0,3913.5588696213176,30045.0,16.1,17232.0,3913.5588696213176,9.231428571428571,12813.0,0.0,4694.9737529676295,539,32.0,2.0,1.0,8.0,0.0
2542758,10,Los Lagos,10504,Palena,15,1,,perfil_actual,I,3,39.0,9189.563847722511,30045.0,16.1,30045.0,7745.639190668524,16.095535714285713,0.0,1443.9246570539888,7276.860809331478,939,32.0,2.0,1.0,8.0,0.0
2496570,10,Los Lagos,10305,Frutillar,16,1,,perfil_actual,G,3,50.0,4889.883403083926,30045.0,16.1,20672.0,4889.883403083926,11.074285714285715,9373.0,0.0,5442.380904207506,646,32.0,2.0,1.0,8.0,0.0
2481705,10,Los Lagos,10302,Cochamó,17,1,,perfil_actual,G,8,116.0,14755.89876185831,30045.0,16.1,30045.0,8889.4437451845,16.095535714285713,0.0,5866.45501667381,6133.056254815499,939,32.0,2.0,1.0,8.0,0.0
2510289,10,Los Lagos,10309,Calbuco,18,1,,perfil_actual,G,8,37.0,1686.685991149357,30045.0,16.1,7872.0,1686.685991149357,4.217142857142857,22173.0,0.0,2244.928463288042,246,32.0,2.0,1.0,8.0,0.0
2539783,10,Los Lagos,10415,Quinchao,19,1,,perfil_actual,G,8,160.0,14057.50489263422,30045.0,16.1,30045.0,8727.919950630998,16.095535714285713,0.0,5329.584942003223,6294.580049369002,939,32.0,2.0,1.0,8.0,0.0
2416188,10,Los Lagos,10205,Río Negro,20,1,,perfil_actual,G,2,86.0,9426.082226574921,30045.0,16.1,30045.0,8201.883047745172,16.095535714285713,0.0,1224.1991788297491,6820.616952254828,939,32.0,2.0,1.0,8.0,0.0
2514531,10,Los Lagos,10401,Castro,21,1,,perfil_actual,G,8,45.0,4011.374175040702,30045.0,16.1,17504.0,4011.374175040702,9.377142857142857,12541.0,0.0,4736.493728973131,547,32.0,2.0,1.0,8.0,0.0
2433844,10,Los Lagos,10301,Puerto Montt,22,1,,perfil_actual,G,3,45.0,7250.293429977557,30045.0,16.1,29248.0,7250.268132961664,15.668571428571429,797.0,0.025297015892959074,7369.848046205597,914,32.0,2.0,1.0,8.0,0.0
2527211,10,Los Lagos,10404,Quellón,23,1,,perfil_actual,G,3,42.0,6930.536395720623,30045.0,16.1,28768.0,6930.536395720623,15.411428571428573,1277.0,0.0,7449.254969897686,899,32.0,2.0,1.0,8.0,0.0
2534605,10,Los Lagos,10406,Ancud,24,1,,perfil_actual,G,4,96.0,8133.195325042005,30045.0,16.1,30045.0,7783.339209348872,16.095535714285713,0.0,349.85611569313267,7239.160790651128,939,32.0,2.0,1.0,8.0,0.0
2486701,10,Los Lagos,10303,Puerto Varas,25,1,,perfil_actual,G,4,49.0,7356.664139251014,30045.0,16.1,29408.0,7356.563908189012,15.754285714285714,637.0,0.10023106200146525,7341.514444663824,919,32.0,2.0,1.0,8.0,0.0
2413153,10,Los Lagos,10203,Puerto Octay,26,1,,perfil_actual,G,3,38.0,6582.772879729804,30045.0,16.1,27168.0,6582.772879729804,14.554285714285717,2877.0,0.0,6996.657147679514,849,32.0,2.0,1.0,8.0,0.0
2502273,10,Los Lagos,10306,Llanquihue,27,1,,perfil_actual,G,3,40.0,5480.9826013561515,30045.0,16.1,23040.0,5480.9826013561515,12.342857142857143,7005.0,0.0,6034.076931353729,720,32.0,2.0,1.0,8.0,0.0
2539064,10,Los Lagos,10408,Dalcahue,28,1,,perfil_actual,G,1,120.0,9091.021759579817,30045.0,16.1,30045.0,7900.4480706465765,16.095535714285713,0.0,1190.5736889332413,7122.0519293534235,939,32.0,2.0,1.0,8.0,0.0
2421997,10,Los Lagos,10207,San Juan de la Costa,29,1,,perfil_actual,G,2,56.0,6537.549709890034,30045.0,16.1,26400.0,6537.383555726923,14.142857142857142,3645.0,0.1661541631106549,6657.069248897823,825,32.0,2.0,1.0,8.0,0.0
2524402,10,Los Lagos,10403,Queilén,30,1,,perfil_actual,G,3,58.0,6446.008882410939,30045.0,16.1,26784.0,6446.008882410939,14.34857142857143,3261.0,0.0,6941.521867362522,837,32.0,2.0,1.0,8.0,0.0
2416950,10,Los Lagos,10205,Río Negro,31,1,,perfil_actual,G,8,200.0,10272.905337207632,30045.0,16.1,30045.0,8595.789541550765,16.095535714285713,0.0,1677.115795656868,6426.710458449235,939,32.0,2.0,1.0,8.0,0.0
2507602,10,Los Lagos,10308,Los Muermos,32,1,,perfil_actual,G,8,124.0,10754.514941221169,30045.0,16.1,30045.0,8597.524037957444,16.095535714285713,0.0,2156.990903263727,6424.9759620425575,939,32.0,2.0,1.0,8.0,0.0
2524049,10,Los Lagos,10403,Queilén,33,1,,perfil_actual,G,3,50.0,5688.3297265952115,30045.0,16.1,24128.0,5688.3297265952115,12.925714285714287,5917.0,0.0,6369.764887299655,754,32.0,2.0,1.0,8.0,0.0
2540169,10,Los Lagos,10501,Chaitén,34,1,,perfil_actual,G,1,36.0,7517.2835294880815,30045.0,16.1,30045.0,7407.970883256172,16.095535714285713,0.0,109.31264623190951,7614.529116743827,939,32.0,2.0,1.0,8.0,0.0
2503570,10,Los Lagos,10307,Maullín,35,1,,perfil_actual,G,4,141.0,12254.125368524354,30045.0,16.1,30045.0,8756.047575432634,16.095535714285713,0.0,3498.0777930917197,6266.4524245673665,939,32.0,2.0,1.0,8.0,0.0
2485422,10,Los Lagos,10303,Puerto Varas,36,1,,perfil_actual,G,6,17.0,2126.6431828104905,30045.0,16.1,10080.0,2126.6431828104905,5.3999999999999995,19965.0,0.0,2906.220809936387,315,32.0,2.0,1.0,8.0,0.0
2481759,10,Los Lagos,10302,Cochamó,37,1,,perfil_actual,G,8,49.0,7538.76409782342,30045.0,16.1,30045.0,7538.75730412505,16.095535714285713,0.0,0.006793698370240353,7482.684586921647,939,32.0,2.0,1.0,8.0,0.0
2514892,10,Los Lagos,10401,Castro,38,1,,perfil_actual,G,8,48.0,4341.35015157801,30045.0,16.1,18720.0,4341.35015157801,10.028571428571428,11325.0,0.0,5013.0153478581105,585,32.0,2.0,1.0,8.0,0.0
2537857,10,Los Lagos,10407,Quemchi,39,1,,perfil_actual,G,8,35.0,1867.8811225698846,30045.0,16.1,8768.0,1867.8811225698846,4.6971428571428575,21277.0,0.0,2511.9208224355575,274,32.0,2.0,1.0,8.0,0.0
2540119,10,Los Lagos,10415,Quinchao,40,1,,perfil_actual,G,8,47.0,3569.346312708792,30045.0,16.1,15936.0,3569.346312708792,8.537142857142857,14109.0,0.0,4394.368427122133,498,32.0,2.0,1.0,8.0,0.0
2542914,10,Los Lagos,10504,Palena,41,1,,perfil_actual,I,2,52.0,11842.932879595466,30045.0,16.1,30045.0,8194.81367820627,16.095535714285713,0.0,3648.1192013891937,6827.68632179373,939,32.0,2.0,1.0,8.0,0.0
2418342,10,Los Lagos,10206,Purranque,42,1,,perfil_actual,G,4,43.0,4303.5274924296045,30045.0,16.1,18400.0,4303.5274924296045,9.857142857142858,11645.0,0.0,4890.565953339341,575,32.0,2.0,1.0,8.0,0.0
2525737,10,Los Lagos,10404,Quellón,43,1,,perfil_actual,G,4,69.0,7716.266136278649,30045.0,16.1,30045.0,7513.784623934672,16.095535714285713,0.0,202.4815123439775,7508.715376065328,939,32.0,2.0,1.0,8.0,0.0
2541010,10,Los Lagos,10502,Hualaihué,44,1,,perfil_actual,G,8,48.0,7711.163831480964,30045.0,16.1,30045.0,7534.952282614435,16.095535714285713,0.0,176.2115488665289,7487.547717385564,939,32.0,2.0,1.0,8.0,0.0
2495422,10,Los Lagos,10305,Frutillar,45,1,,perfil_actual,G,4,58.0,5292.968263114113,30045.0,16.1,22016.0,5292.968263114113,11.794285714285714,8029.0,0.0,5707.875776224883,688,32.0,2.0,1.0,8.0,0.0
2539063,10,Los Lagos,10408,Dalcahue,46,1,,perfil_actual,G,1,44.0,4729.704338523085,30045.0,16.1,20640.0,4729.704338523085,11.057142857142859,9405.0,0.0,5583.322970292216,645,32.0,2.0,1.0,8.0,0.0
2414877,10,Los Lagos,10204,Puyehue,47,1,,perfil_actual,G,3,47.0,5631.978543472564,30045.0,16.1,23328.0,5631.978543472564,12.497142857142858,6717.0,0.0,6027.125782488533,729,32.0,2.0,1.0,8.0,0.0
2523693,10,Los Lagos,10402,Chonchi,48,1,,perfil_actual,G,3,75.0,8154.931205780243,30045.0,16.1,30045.0,7668.675140477343,16.095535714285713,0.0,486.2560653028984,7353.824859522656,939,32.0,2.0,1.0,8.0,0.0
2492578,10,Los Lagos,10304,Fresia,49,1,,perfil_actual,G,2,43.0,4955.387643288207,30045.0,16.1,20992.0,4955.387643288207,11.245714285714286,9053.0,0.0,5535.32371374879,656,32.0,2.0,1.0,8.0,0.0
2501212,10,Los Lagos,10306,Llanquihue,50,1,,perfil_actual,G,3,39.0,4210.8691293302045,30045.0,16.1,18304.0,4210.8691293302045,9.805714285714288,11741.0,0.0,4933.7584793762035,572,32.0,2.0,1.0,8.0,0.0
2539494,10,Los Lagos,10410,Curaco de Vélez,51,1,,perfil_actual,G,8,84.0,6503.463893242374,30045.0,16.1,26016.0,6503.15508238703,13.937142857142856,4029.0,0.3088108553454232,6498.594146319381,813,32.0,2.0,1.0,8.0,0.0
2508806,10,Los Lagos,10309,Calbuco,52,1,,perfil_actual,G,8,49.0,2545.594854628839,30045.0,16.1,11520.0,2545.594854628839,6.171428571428572,18525.0,0.0,3206.5799846895507,360,32.0,2.0,1.0,8.0,0.0
2542125,10,Los Lagos,10503,Futaleufú,1,1,22.0,invierno_22C,I,2,48.0,11729.031353915047,30045.0,16.1,30045.0,8451.531862581622,16.095535714285713,0.0,3277.499491333425,6570.96813741838,939,32.0,2.0,1.0,8.0,0.0
2503522,10,Los Lagos,10307,Maullín,2,1,22.0,invierno_22C,G,4,143.0,14569.272038584812,30045.0,16.1,30045.0,9389.572293233989,16.095535714285713,0.0,5179.699745350824,5632.927706766011,939,32.0,2.0,1.0,8.0,0.0
2417895,10,Los Lagos,10206,Purranque,3,1,22.0,invierno_22C,G,6,45.0,4703.116750561391,30045.0,16.1,19584.0,4703.116750561391,10.491428571428573,10461.0,0.0,5082.578470072779,612,32.0,2.0,1.0,8.0,0.0
2505442,10,Los Lagos,10308,Los Muermos,4,1,22.0,invierno_22C,G,6,72.0,7601.333917825622,30045.0,16.1,28864.0,7585.7746980852535,15.462857142857144,1181.0,15.559219740369656,6839.76759562615,902,32.0,2.0,1.0,8.0,0.0
2538086,10,Los Lagos,10407,Quemchi,5,1,22.0,invierno_22C,G,5,70.0,7358.2095609500075,30045.0,16.1,28864.0,7356.956429492589,15.462857142857144,1181.0,1.2531314574186885,7069.902762559344,902,32.0,2.0,1.0,8.0,0.0
2528452,10,Los Lagos,10405,Puqueldón,6,1,22.0,invierno_22C,G,8,63.0,4368.001303090506,30045.0,16.1,18496.0,4367.994295775856,9.90857142857143,11549.0,0.007007314650115948,4872.478755508679,578,32.0,2.0,1.0,8.0,0.0
2540452,10,Los Lagos,10501,Chaitén,7,1,22.0,invierno_22C,G,2,54.0,11510.680993113403,30045.0,16.1,30045.0,8422.626340512048,16.095535714285713,0.0,3088.0546526013522,6599.873659487952,939,32.0,2.0,1.0,8.0,0.0
2539513,10,Los Lagos,10410,Curaco de Vélez,8,1,22.0,invierno_22C,G,3,90.0,10290.071385143832,30045.0,16.1,30045.0,8387.988803085314,16.095535714285713,0.0,1902.082582058519,6634.511196914686,939,32.0,2.0,1.0,8.0,0.0
2493208,10,Los Lagos,10304,Fresia,9,1,22.0,invierno_22C,G,3,147.0,17291.640855335045,30045.0,16.1,30045.0,9707.927820341043,16.095535714285713,0.0,7583.713034994001,5314.572179658957,939,32.0,2.0,1.0,8.0,0.0
2412585,10,Los Lagos,10202,San Pablo,10,1,22.0,invierno_22C,G,5,64.0,4956.558224777412,30045.0,16.1,20192.0,4956.158526018097,10.817142857142857,9853.0,0.39969875931494814,5138.653632886355,631,32.0,2.0,1.0,8.0,0.0
2523912,10,Los Lagos,10402,Chonchi,11,1,22.0,invierno_22C,G,8,84.0,9871.759542730402,30045.0,16.1,30045.0,8277.27380397113,16.095535714285713,0.0,1594.485738759272,6745.2261960288715,939,32.0,2.0,1.0,8.0,0.0
2541906,10,Los Lagos,10502,Hualaihué,12,1,22.0,invierno_22C,G,2,48.0,11478.567118771653,30045.0,16.1,30045.0,8328.048829573027,16.095535714285713,0.0,3150.5182891986256,6694.4511704269735,939,32.0,2.0,1.0,8.0,0.0
2401699,10,Los Lagos,10201,Osorno,13,1,22.0,invierno_22C,G,5,70.0,7245.017375397719,30045.0,16.1,27584.0,7230.524607466545,14.777142857142858,2461.0,14.492767931174257,6556.437369824725,862,32.0,2.0,1.0,8.0,0.0
2414013,10,Los Lagos,10204,Puyehue,14,1,22.0,invierno_22C,G,4,46.0,4659.185591959709,30045.0,16.1,19792.0,4659.107746142573,10.602857142857143,10253.0,0.07784581713644245,5229.424876446374,619,32.0,2.0,1.0,8.0,0.0
2542758,10,Los Lagos,10504,Palena,15,1,22.0,invierno_22C,I,3,39.0,10329.239979621556,30045.0,16.1,30045.0,8053.258802812461,16.095535714285713,0.0,2275.9811768090954,6969.24119718754,939,32.0,2.0,1.0,8.0,0.0
2496570,10,Los Lagos,10305,Frutillar,16,1,22.0,invierno_22C,G,3,50.0,5811.062513178642,30045.0,16.1,23680.0,5810.991752329892,12.685714285714287,6365.0,0.07076084874983879,6025.272554961542,740,32.0,2.0,1.0,8.0,0.0
2481705,10,Los Lagos,10302,Cochamó,17,1,22.0,invierno_22C,G,8,116.0,16253.024834149643,30045.0,16.1,30045.0,9154.346549862985,16.095535714285713,0.0,7098.67828428666,5868.153450137017,939,32.0,2.0,1.0,8.0,0.0
2510289,10,Los Lagos,10309,Calbuco,18,1,22.0,invierno_22C,G,8,37.0,2387.42678938816,30045.0,16.1,10688.0,2387.42678938816,5.725714285714287,19357.0,0.0,2954.107178158823,334,32.0,2.0,1.0,8.0,0.0
2539783,10,Los Lagos,10415,Quinchao,19,1,22.0,invierno_22C,G,8,160.0,16354.12199506957,30045.0,16.1,30045.0,9251.171713498963,16.095535714285713,0.0,7102.950281570607,5771.328286501037,939,32.0,2.0,1.0,8.0,0.0
2416188,10,Los Lagos,10205,Río Negro,20,1,22.0,invierno_22C,G,2,86.0,10832.917692025609,30045.0,16.1,30045.0,8595.646033669309,16.095535714285713,0.0,2237.2716583562997,6426.853966330691,939,32.0,2.0,1.0,8.0,0.0
2514531,10,Los Lagos,10401,Castro,21,1,22.0,invierno_22C,G,8,45.0,4860.116439395341,30045.0,16.1,20512.0,4860.116439395341,10.98857142857143,9533.0,0.0,5391.751464618493,641,32.0,2.0,1.0,8.0,0.0
2433844,10,Los Lagos,10301,Puerto Montt,22,1,22.0,invierno_22C,G,3,45.0,8131.68640019852,30045.0,16.1,30045.0,7682.613664140778,16.095535714285713,0.0,449.07273605774117,7339.886335859221,939,32.0,2.0,1.0,8.0,0.0
2527211,10,Los Lagos,10404,Quellón,23,1,22.0,invierno_22C,G,3,42.0,7870.3011636583105,30045.0,16.1,30045.0,7524.0274076649,16.095535714285713,0.0,346.27375599341,7498.4725923351,939,32.0,2.0,1.0,8.0,0.0
2534605,10,Los Lagos,10406,Ancud,24,1,22.0,invierno_22C,G,4,96.0,9667.733460482925,30045.0,16.1,30045.0,8305.196685952516,16.095535714285713,0.0,1362.5367745304063,6717.303314047484,939,32.0,2.0,1.0,8.0,0.0
2486701,10,Los Lagos,10303,Puerto Varas,25,1,22.0,invierno_22C,G,4,49.0,8290.26422894075,30045.0,16.1,30045.0,7803.753489054605,16.095535714285713,0.0,486.51073988614615,7218.746510945396,939,32.0,2.0,1.0,8.0,0.0
2413153,10,Los Lagos,10203,Puerto Octay,26,1,22.0,invierno_22C,G,3,38.0,7468.360688497753,30045.0,16.1,29920.0,7468.136437485597,16.02857142857143,125.0,0.22425101215594534,7487.293589923721,935,32.0,2.0,1.0,8.0,0.0
2502273,10,Los Lagos,10306,Llanquihue,27,1,22.0,invierno_22C,G,3,40.0,6392.052001825973,30045.0,16.1,25952.0,6392.052001825973,13.902857142857142,4093.0,0.0,6579.007530883908,811,32.0,2.0,1.0,8.0,0.0
2539064,10,Los Lagos,10408,Dalcahue,28,1,22.0,invierno_22C,G,1,120.0,10455.72356579922,30045.0,16.1,30045.0,8341.63117688003,16.095535714285713,0.0,2114.092388919191,6680.86882311997,939,32.0,2.0,1.0,8.0,0.0
2421997,10,Los Lagos,10207,San Juan de la Costa,29,1,22.0,invierno_22C,G,2,56.0,7559.548833209794,30045.0,16.1,29504.0,7558.343270309333,15.805714285714286,541.0,1.2055629004619934,7188.109534315414,922,32.0,2.0,1.0,8.0,0.0
2524402,10,Los Lagos,10403,Queilén,30,1,22.0,invierno_22C,G,3,58.0,7493.56961039583,30045.0,16.1,29984.0,7492.216397725959,16.062857142857144,61.0,1.353212669870945,7495.314352047501,937,32.0,2.0,1.0,8.0,0.0
2416950,10,Los Lagos,10205,Río Negro,31,1,22.0,invierno_22C,G,8,200.0,12235.38042807505,30045.0,16.1,30045.0,9231.365766280898,16.095535714285713,0.0,3004.014661794151,5791.134233719102,939,32.0,2.0,1.0,8.0,0.0
2507602,10,Los Lagos,10308,Los Muermos,32,1,22.0,invierno_22C,G,8,124.0,12648.006418048542,30045.0,16.1,30045.0,9187.014344337851,16.095535714285713,0.0,3460.9920737106927,5835.485655662149,939,32.0,2.0,1.0,8.0,0.0
2524049,10,Los Lagos,10403,Queilén,33,1,22.0,invierno_22C,G,3,50.0,6632.3564796096125,30045.0,16.1,27232.0,6632.192843492718,14.588571428571429,2813.0,0.16363611689507662,6977.901770402149,851,32.0,2.0,1.0,8.0,0.0
2540169,10,Los Lagos,10501,Chaitén,34,1,22.0,invierno_22C,G,1,36.0,8249.76189997986,30045.0,16.1,30045.0,7634.659504214097,16.095535714285713,0.0,615.102395765763,7387.840495785903,939,32.0,2.0,1.0,8.0,0.0
2503570,10,Los Lagos,10307,Maullín,35,1,22.0,invierno_22C,G,4,141.0,14366.880923036726,30045.0,16.1,30045.0,9330.19864281298,16.095535714285713,0.0,5036.682280223746,5692.30135718702,939,32.0,2.0,1.0,8.0,0.0
2485422,10,Los Lagos,10303,Puerto Varas,36,1,22.0,invierno_22C,G,6,17.0,2551.203056908118,30045.0,16.1,11840.0,2551.203056908118,6.342857142857143,18205.0,0.0,3361.6609358387595,370,32.0,2.0,1.0,8.0,0.0
2481759,10,Los Lagos,10302,Cochamó,37,1,22.0,invierno_22C,G,8,49.0,8451.741811604,30045.0,16.1,30045.0,7804.760785505825,16.095535714285713,0.0,646.9810260981758,7217.739214494176,939,32.0,2.0,1.0,8.0,0.0
2514892,10,Los Lagos,10401,Castro,38,1,22.0,invierno_22C,G,8,48.0,5233.115000288337,30045.0,16.1,21760.0,5233.115000288337,11.657142857142857,8285.0,0.0,5641.2504991477845,680,32.0,2.0,1.0,8.0,0.0
